Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2003,1,3,5,1707,1710,1828,1847,UA,1020,N554UA,81,97,58,-19,-3,IAD,BOS,413,8,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,4,6,1710,1710,1835,1847,UA,1020,N535UA,85,97,61,-12,0,IAD,BOS,413,8,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,5,7,1832,1710,1951,1847,UA,1020,N571UA,79,97,57,64,82,IAD,BOS,413,7,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,1710,1710,1843,1847,UA,1020,N530UA,93,97,58,-4,0,IAD,BOS,413,13,22,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,1712,1710,1839,1847,UA,1020,N553UA,87,97,71,-8,2,IAD,BOS,413,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,8,3,1706,1710,1826,1847,UA,1020,N525UA,80,97,65,-21,-4,IAD,BOS,413,4,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1706,1710,1820,1847,UA,1020,N585UA,74,97,55,-27,-4,IAD,BOS,413,6,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1707,1710,1831,1847,UA,1020,N531UA,84,97,56,-16,-3,IAD,BOS,413,6,22,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1708,1710,1831,1847,UA,1020,N481UA,83,97,66,-16,-2,IAD,BOS,413,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1704,1710,1823,1847,UA,1020,N517UA,79,97,60,-24,-6,IAD,BOS,413,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,13,1,1714,1710,1835,1847,UA,1020,N506UA,81,97,62,-12,4,IAD,BOS,413,7,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,14,2,1707,1710,1836,1847,UA,1020,N512UA,89,97,68,-11,-3,IAD,BOS,413,7,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,1709,1710,1838,1847,UA,1020,N551UA,89,97,64,-9,-1,IAD,BOS,413,11,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,16,4,1711,1710,1837,1847,UA,1020,N518UA,86,97,64,-10,1,IAD,BOS,413,6,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,17,5,1705,1710,1837,1847,UA,1020,N524UA,92,97,61,-10,-5,IAD,BOS,413,10,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,18,6,1706,1710,1824,1847,UA,1020,N429UA,78,97,60,-23,-4,IAD,BOS,413,6,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,19,7,1702,1710,1834,1847,UA,1020,N565UA,92,97,66,-13,-8,IAD,BOS,413,9,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1709,1710,1822,1847,UA,1020,N541UA,73,97,57,-25,-1,IAD,BOS,413,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1705,1710,1827,1847,UA,1020,N553UA,82,97,62,-20,-5,IAD,BOS,413,3,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,22,3,1708,1710,1837,1847,UA,1020,N582UA,89,97,67,-10,-2,IAD,BOS,413,3,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,23,4,1706,1710,1831,1847,UA,1020,N563UA,85,97,66,-16,-4,IAD,BOS,413,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,1708,1710,1839,1847,UA,1020,N506UA,91,97,68,-8,-2,IAD,BOS,413,4,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,25,6,1706,1710,1834,1847,UA,1020,N437UA,88,97,65,-13,-4,IAD,BOS,413,6,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1748,1710,1941,1847,UA,1020,N559UA,113,97,57,54,38,IAD,BOS,413,6,50,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1718,1710,1841,1847,UA,1020,N533UA,83,97,69,-6,8,IAD,BOS,413,4,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,28,2,1702,1710,1837,1847,UA,1020,N584UA,95,97,65,-10,-8,IAD,BOS,413,6,24,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1708,1710,1841,1847,UA,1020,N528UA,93,97,62,-6,-2,IAD,BOS,413,13,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,30,4,1715,1710,1835,1847,UA,1020,N510UA,80,97,59,-12,5,IAD,BOS,413,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,1727,1710,1852,1847,UA,1020,N523UA,85,97,65,5,17,IAD,BOS,413,5,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1422,1420,1558,1600,UA,1021,N329UA,96,100,80,-2,2,BOS,IAD,413,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1411,1420,1602,1600,UA,1021,N306UA,111,100,89,2,-9,BOS,IAD,413,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,3,5,1414,1420,1611,1600,UA,1021,N365UA,117,100,84,11,-6,BOS,IAD,413,4,29,0,NA,0,NA,NA,NA,NA,NA
2003,1,4,6,1417,1420,1548,1600,UA,1021,N337UA,91,100,74,-12,-3,BOS,IAD,413,5,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,5,7,1626,1420,1812,1600,UA,1021,N368UA,106,100,80,132,126,BOS,IAD,413,15,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,1419,1420,1613,1600,UA,1021,N311UA,114,100,79,13,-1,BOS,IAD,413,4,31,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,1357,1400,1519,1539,UA,1021,N535UA,82,99,64,-20,-3,BOS,IAD,413,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,8,3,1407,1400,1542,1539,UA,1021,N527UA,95,99,71,3,7,BOS,IAD,413,3,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1357,1400,1534,1539,UA,1021,N525UA,97,99,75,-5,-3,BOS,IAD,413,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1408,1400,1547,1539,UA,1021,N567UA,99,99,77,8,8,BOS,IAD,413,6,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1353,1400,1527,1540,UA,1021,N327UA,94,100,80,-13,-7,BOS,IAD,413,4,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1357,1400,1531,1540,UA,1021,N350UA,94,100,72,-9,-3,BOS,IAD,413,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,13,1,NA,1400,NA,1539,UA,1021,N528UA,NA,99,NA,NA,NA,BOS,IAD,413,0,0,1,NA,0,NA,NA,NA,NA,NA
2003,1,14,2,1357,1400,1524,1539,UA,1021,N523UA,87,99,67,-15,-3,BOS,IAD,413,4,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,1352,1400,1521,1539,UA,1021,N551UA,89,99,73,-18,-8,BOS,IAD,413,3,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,16,4,1356,1400,1529,1539,UA,1021,N593UA,93,99,72,-10,-4,BOS,IAD,413,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,17,5,1401,1400,1547,1539,UA,1021,N512UA,106,99,77,8,1,BOS,IAD,413,6,23,0,NA,0,NA,NA,NA,NA,NA
2003,1,18,6,1355,1400,1523,1540,UA,1021,N320UA,88,100,72,-17,-5,BOS,IAD,413,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,19,7,1352,1400,1520,1540,UA,1021,N318UA,88,100,74,-20,-8,BOS,IAD,413,3,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1357,1400,1534,1539,UA,1021,N565UA,97,99,77,-5,-3,BOS,IAD,413,4,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1350,1400,1529,1539,UA,1021,N540UA,99,99,79,-10,-10,BOS,IAD,413,4,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,22,3,1356,1400,1539,1539,UA,1021,N536UA,103,99,83,0,-4,BOS,IAD,413,4,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,23,4,1355,1400,1529,1539,UA,1021,N546UA,94,99,68,-10,-5,BOS,IAD,413,5,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,1357,1400,1532,1539,UA,1021,N533UA,95,99,77,-7,-3,BOS,IAD,413,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,25,6,1357,1400,1520,1540,UA,1021,N361UA,83,100,65,-20,-3,BOS,IAD,413,6,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1358,1400,1534,1540,UA,1021,N342UA,96,100,81,-6,-2,BOS,IAD,413,4,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1353,1400,1518,1539,UA,1021,N512UA,85,99,67,-21,-7,BOS,IAD,413,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,28,2,1359,1400,1527,1539,UA,1021,N551UA,88,99,68,-12,-1,BOS,IAD,413,4,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1357,1400,1546,1539,UA,1021,N556UA,109,99,89,7,-3,BOS,IAD,413,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,30,4,1356,1400,1541,1539,UA,1021,N584UA,105,99,79,2,-4,BOS,IAD,413,4,22,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,1400,1400,1537,1539,UA,1021,N562UA,97,99,74,-2,0,BOS,IAD,413,5,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,1405,1400,2021,1952,UA,1022,N402UA,256,232,232,29,5,SAN,ORD,1723,8,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,8,3,1414,1400,1957,1952,UA,1022,N449UA,223,232,207,5,14,SAN,ORD,1723,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1358,1400,1924,1952,UA,1022,N496UA,206,232,193,-28,-2,SAN,ORD,1723,5,8,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1429,1400,1959,1952,UA,1022,N406UA,210,232,198,7,29,SAN,ORD,1723,5,7,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1404,1400,1936,1952,UA,1022,N814UA,212,232,200,-16,4,SAN,ORD,1723,3,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1358,1400,1951,1952,UA,1022,N819UA,233,232,216,-1,-2,SAN,ORD,1723,4,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,13,1,1353,1400,1938,1952,UA,1022,N480UA,225,232,209,-14,-7,SAN,ORD,1723,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,14,2,1356,1400,1939,1952,UA,1022,N416UA,223,232,198,-13,-4,SAN,ORD,1723,12,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,1359,1400,1953,1952,UA,1022,N401UA,234,232,205,1,-1,SAN,ORD,1723,18,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,16,4,1400,1400,1952,1952,UA,1022,N457UA,232,232,211,0,0,SAN,ORD,1723,6,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,17,5,1410,1400,2011,1952,UA,1022,N401UA,241,232,220,19,10,SAN,ORD,1723,12,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,18,6,1359,1400,1959,1952,UA,1022,N835UA,240,232,222,7,-1,SAN,ORD,1723,9,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,19,7,1355,1400,1937,1952,UA,1022,N824UA,222,232,205,-15,-5,SAN,ORD,1723,6,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1359,1400,1954,1952,UA,1022,N410UA,235,232,200,2,-1,SAN,ORD,1723,24,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1409,1400,1956,1952,UA,1022,N401UA,227,232,203,4,9,SAN,ORD,1723,14,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,22,3,1359,1400,1952,1952,UA,1022,N463UA,233,232,210,0,-1,SAN,ORD,1723,11,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,23,4,1517,1400,2054,1952,UA,1022,N401UA,217,232,200,62,77,SAN,ORD,1723,3,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,1356,1400,1948,1952,UA,1022,N489UA,232,232,211,-4,-4,SAN,ORD,1723,10,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,25,6,1358,1400,1953,1952,UA,1022,N817UA,235,232,214,1,-2,SAN,ORD,1723,10,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1410,1400,2041,1952,UA,1022,N845UA,271,232,224,49,10,SAN,ORD,1723,10,37,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1401,1400,2006,1952,UA,1022,N401UA,245,232,211,14,1,SAN,ORD,1723,4,30,0,NA,0,NA,NA,NA,NA,NA
2003,1,28,2,1615,1400,2220,1952,UA,1022,N410UA,245,232,187,148,135,SAN,ORD,1723,13,45,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1356,1400,1937,1952,UA,1022,N408UA,221,232,200,-15,-4,SAN,ORD,1723,9,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,30,4,1357,1400,1956,1952,UA,1022,N409UA,239,232,223,4,-3,SAN,ORD,1723,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,1537,1400,2133,1952,UA,1022,N413UA,236,232,217,101,97,SAN,ORD,1723,5,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1339,1345,1951,1952,UA,1022,N820UA,252,247,223,-1,-6,SJC,ORD,1829,10,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1429,1345,2039,1952,UA,1022,N826UA,250,247,216,47,44,SJC,ORD,1829,8,26,0,NA,0,NA,NA,NA,NA,NA
2003,1,3,5,1343,1345,1942,1952,UA,1022,N822UA,239,247,221,-10,-2,SJC,ORD,1829,9,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,4,6,1347,1345,1946,1952,UA,1022,N807UA,239,247,222,-6,2,SJC,ORD,1829,8,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,5,7,1420,1345,2031,1952,UA,1022,N841UA,251,247,235,39,35,SJC,ORD,1829,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,1337,1345,1941,1952,UA,1022,N821UA,244,247,232,-11,-8,SJC,ORD,1829,3,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1938,1940,2213,2226,UA,1023,N350UA,215,226,194,-13,-2,ORD,PHX,1440,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1955,1940,2229,2226,UA,1023,N356UA,214,226,183,3,15,ORD,PHX,1440,4,27,0,NA,0,NA,NA,NA,NA,NA
2003,1,3,5,1943,1940,2219,2226,UA,1023,N314UA,216,226,197,-7,3,ORD,PHX,1440,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,4,6,2023,1940,2319,2226,UA,1023,N308UA,236,226,190,53,43,ORD,PHX,1440,6,40,0,NA,0,NA,NA,NA,NA,NA
2003,1,5,7,1956,1940,2241,2226,UA,1023,N307UA,225,226,191,15,16,ORD,PHX,1440,8,26,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,2010,1950,2218,2231,UA,1023,N407UA,188,221,171,-13,20,ORD,PHX,1440,4,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,1,3,1604,1555,1853,1843,UA,1024,N461UA,109,108,82,10,9,ORD,IAD,589,6,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,2,4,1555,1555,1847,1843,UA,1024,N803UA,112,108,84,4,0,ORD,IAD,589,7,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,3,5,1554,1555,1837,1843,UA,1024,N815UA,103,108,83,-6,-1,ORD,IAD,589,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,4,6,1554,1555,1836,1843,UA,1024,N835UA,102,108,80,-7,-1,ORD,IAD,589,6,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,5,7,1615,1555,1918,1843,UA,1024,N413UA,123,108,93,35,20,ORD,IAD,589,11,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,6,1,1555,1555,1835,1843,UA,1024,N825UA,100,108,81,-8,0,ORD,IAD,589,7,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,1839,1840,2325,2327,UA,1026,N457UA,166,167,142,-2,-1,DEN,ATL,1199,5,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,8,3,2118,1840,151,2327,UA,1026,N802UA,153,167,139,144,158,DEN,ATL,1199,5,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1837,1840,2313,2327,UA,1026,N837UA,156,167,136,-14,-3,DEN,ATL,1199,6,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1838,1840,2309,2327,UA,1026,N803UA,151,167,127,-18,-2,DEN,ATL,1199,4,20,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1838,1840,2312,2327,UA,1026,N466UA,154,167,131,-15,-2,DEN,ATL,1199,4,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1839,1840,2312,2327,UA,1026,N416UA,153,167,135,-15,-1,DEN,ATL,1199,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,13,1,1838,1840,2316,2327,UA,1026,N809UA,158,167,134,-11,-2,DEN,ATL,1199,3,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,14,2,1837,1840,2310,2327,UA,1026,N822UA,153,167,130,-17,-3,DEN,ATL,1199,6,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,1836,1840,2304,2327,UA,1026,N813UA,148,167,129,-23,-4,DEN,ATL,1199,3,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,16,4,1838,1840,2313,2327,UA,1026,N819UA,155,167,135,-14,-2,DEN,ATL,1199,5,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,17,5,1839,1840,2321,2327,UA,1026,N820UA,162,167,135,-6,-1,DEN,ATL,1199,7,20,0,NA,0,NA,NA,NA,NA,NA
2003,1,18,6,1845,1840,2312,2327,UA,1026,N459UA,147,167,132,-15,5,DEN,ATL,1199,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,19,7,1836,1840,2311,2327,UA,1026,N436UA,155,167,133,-16,-4,DEN,ATL,1199,4,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1836,1840,2314,2327,UA,1026,N441UA,158,167,134,-13,-4,DEN,ATL,1199,6,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1838,1840,2317,2327,UA,1026,N855UA,159,167,140,-10,-2,DEN,ATL,1199,4,15,0,NA,0,NA,NA,NA,NA,NA
2003,1,22,3,2001,1840,38,2327,UA,1026,N812UA,157,167,128,71,81,DEN,ATL,1199,5,24,0,NA,0,NA,NA,NA,NA,NA
2003,1,23,4,1911,1840,2329,2327,UA,1026,N803UA,138,167,122,2,31,DEN,ATL,1199,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,1838,1840,2318,2327,UA,1026,N824UA,160,167,134,-9,-2,DEN,ATL,1199,7,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,25,6,1840,1840,2324,2327,UA,1026,N465UA,164,167,142,-3,0,DEN,ATL,1199,6,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1837,1840,2322,2327,UA,1026,N482UA,165,167,134,-5,-3,DEN,ATL,1199,5,26,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1838,1840,2318,2327,UA,1026,N821UA,160,167,136,-9,-2,DEN,ATL,1199,6,18,0,NA,0,NA,NA,NA,NA,NA
2003,1,28,2,1837,1840,2317,2327,UA,1026,N825UA,160,167,139,-10,-3,DEN,ATL,1199,5,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1839,1840,2321,2327,UA,1026,N845UA,162,167,138,-6,-1,DEN,ATL,1199,5,19,0,NA,0,NA,NA,NA,NA,NA
2003,1,30,4,2106,1840,133,2327,UA,1026,N836UA,147,167,134,126,146,DEN,ATL,1199,4,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,1836,1840,2312,2327,UA,1026,N828UA,156,167,138,-15,-4,DEN,ATL,1199,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,1306,1310,NA,1357,UA,1027,N364UA,NA,107,NA,NA,-4,BUF,ORD,473,0,29,0,NA,1,NA,NA,NA,NA,NA
2003,1,8,3,1308,1310,1346,1357,UA,1027,N332UA,98,107,80,-11,-2,BUF,ORD,473,4,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1444,1310,1518,1357,UA,1027,N901UA,94,107,85,81,94,BUF,ORD,473,2,7,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1331,1310,1425,1357,UA,1027,N352UA,114,107,81,28,21,BUF,ORD,473,5,28,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1301,1310,1329,1357,UA,1027,N334UA,88,107,73,-28,-9,BUF,ORD,473,3,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1309,1310,1403,1357,UA,1027,N304UA,114,107,84,6,-1,BUF,ORD,473,7,23,0,NA,0,NA,NA,NA,NA,NA
2003,1,13,1,1307,1310,1351,1357,UA,1027,N332UA,104,107,81,-6,-3,BUF,ORD,473,6,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,14,2,1304,1310,1340,1357,UA,1027,N365UA,96,107,75,-17,-6,BUF,ORD,473,8,13,0,NA,0,NA,NA,NA,NA,NA
2003,1,15,3,1310,1310,1404,1357,UA,1027,N332UA,114,107,76,7,0,BUF,ORD,473,4,34,0,NA,0,NA,NA,NA,NA,NA
2003,1,16,4,1306,1310,1400,1357,UA,1027,N363UA,114,107,77,3,-4,BUF,ORD,473,5,32,0,NA,0,NA,NA,NA,NA,NA
2003,1,17,5,1306,1310,1333,1357,UA,1027,N354UA,87,107,74,-24,-4,BUF,ORD,473,5,8,0,NA,0,NA,NA,NA,NA,NA
2003,1,18,6,1303,1310,1340,1357,UA,1027,N317UA,97,107,77,-17,-7,BUF,ORD,473,8,12,0,NA,0,NA,NA,NA,NA,NA
2003,1,19,7,1302,1310,1339,1357,UA,1027,N305UA,97,107,81,-18,-8,BUF,ORD,473,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,20,1,1302,1310,1357,1357,UA,1027,N310UA,115,107,99,0,-8,BUF,ORD,473,5,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1302,1310,1345,1357,UA,1027,N303UA,103,107,89,-12,-8,BUF,ORD,473,3,11,0,NA,0,NA,NA,NA,NA,NA
2003,1,22,3,1303,1310,1422,1357,UA,1027,N308UA,139,107,92,25,-7,BUF,ORD,473,8,39,0,NA,0,NA,NA,NA,NA,NA
2003,1,23,4,1334,1310,1405,1357,UA,1027,N368UA,91,107,63,8,24,BUF,ORD,473,4,24,0,NA,0,NA,NA,NA,NA,NA
2003,1,24,5,1303,1310,1354,1357,UA,1027,N335UA,111,107,74,-3,-7,BUF,ORD,473,7,30,0,NA,0,NA,NA,NA,NA,NA
2003,1,25,6,1303,1310,1353,1357,UA,1027,N337UA,110,107,89,-4,-7,BUF,ORD,473,4,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,26,7,1310,1310,1405,1357,UA,1027,N315UA,115,107,78,8,0,BUF,ORD,473,5,32,0,NA,0,NA,NA,NA,NA,NA
2003,1,27,1,1305,1310,1341,1357,UA,1027,N362UA,96,107,77,-16,-5,BUF,ORD,473,3,16,0,NA,0,NA,NA,NA,NA,NA
2003,1,28,2,1317,1310,1409,1357,UA,1027,N309UA,112,107,86,12,7,BUF,ORD,473,3,23,0,NA,0,NA,NA,NA,NA,NA
2003,1,29,3,1309,1310,1355,1357,UA,1027,N327UA,106,107,85,-2,-1,BUF,ORD,473,4,17,0,NA,0,NA,NA,NA,NA,NA
2003,1,30,4,1301,1310,1347,1357,UA,1027,N313UA,106,107,81,-10,-9,BUF,ORD,473,4,21,0,NA,0,NA,NA,NA,NA,NA
2003,1,31,5,1608,1310,1650,1357,UA,1027,N203UA,102,107,83,173,178,BUF,ORD,473,5,14,0,NA,0,NA,NA,NA,NA,NA
2003,1,7,2,NA,1445,NA,1610,UA,1027,0,NA,85,NA,NA,NA,ORD,MSP,334,0,0,1,NA,0,NA,NA,NA,NA,NA
2003,1,8,3,1441,1445,1606,1610,UA,1027,N332UA,85,85,75,-4,-4,ORD,MSP,334,2,8,0,NA,0,NA,NA,NA,NA,NA
2003,1,9,4,1444,1445,1607,1610,UA,1027,N935UA,83,85,68,-3,-1,ORD,MSP,334,5,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,10,5,1501,1445,1614,1610,UA,1027,N352UA,73,85,59,4,16,ORD,MSP,334,4,10,0,NA,0,NA,NA,NA,NA,NA
2003,1,11,6,1444,1445,1559,1610,UA,1027,N334UA,75,85,59,-11,-1,ORD,MSP,334,7,9,0,NA,0,NA,NA,NA,NA,NA
2003,1,12,7,1448,1445,1606,1610,UA,1027,N304UA,78,85,67,-4,3,ORD,MSP,334,3,8,0,NA,0,NA,NA,NA,NA,NA
