Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2005,1,17,1,1859,1900,2202,2223,UA,542,N902UA,123,143,109,-21,-1,ORD,BOS,867,3,11,0,,0,0,0,0,0,0
2005,1,18,2,1856,1900,2227,2223,UA,542,N906UA,151,143,117,4,-4,ORD,BOS,867,3,31,0,,0,0,0,0,0,0
2005,1,19,3,1939,1900,2348,2223,UA,542,N932UA,189,143,166,85,39,ORD,BOS,867,6,17,0,,0,10,0,46,0,29
2005,1,20,4,2128,1900,41,2223,UA,542,N910UA,133,143,111,138,148,ORD,BOS,867,4,18,0,,0,32,0,0,0,106
2005,1,21,5,1913,1900,2226,2223,UA,542,N934UA,133,143,110,3,13,ORD,BOS,867,4,19,0,,0,0,0,0,0,0
2005,1,23,7,NA,1900,NA,2223,UA,542,0,NA,143,NA,NA,NA,ORD,BOS,867,0,0,1,B,0,0,0,0,0,0
2005,1,24,1,NA,1900,NA,2223,UA,542,0,NA,143,NA,NA,NA,ORD,BOS,867,0,0,1,A,0,0,0,0,0,0
2005,1,25,2,1849,1900,2200,2223,UA,542,N929UA,131,143,108,-23,-11,ORD,BOS,867,4,19,0,,0,0,0,0,0,0
2005,1,26,3,NA,1900,NA,2223,UA,542,0,NA,143,NA,NA,NA,ORD,BOS,867,0,0,1,A,0,0,0,0,0,0
2005,1,27,4,1859,1900,2215,2223,UA,542,N927UA,136,143,115,-8,-1,ORD,BOS,867,8,13,0,,0,0,0,0,0,0
2005,1,28,5,1855,1900,2218,2223,UA,542,N923UA,143,143,111,-5,-5,ORD,BOS,867,7,25,0,,0,0,0,0,0,0
2005,1,30,7,1858,1900,2212,2223,UA,542,N920UA,134,143,117,-11,-2,ORD,BOS,867,7,10,0,,0,0,0,0,0,0
2005,1,31,1,1858,1900,2215,2223,UA,542,N919UA,137,143,112,-8,-2,ORD,BOS,867,6,19,0,,0,0,0,0,0,0
2005,1,1,6,1704,1715,1919,1915,UA,543,N203UA,195,180,144,4,-11,BOS,ORD,867,13,38,0,,0,0,0,0,0,0
2005,1,2,7,1713,1715,1911,1915,UA,543,N392UA,178,180,140,-4,-2,BOS,ORD,867,18,20,0,,0,0,0,0,0,0
2005,1,3,1,1856,1715,2106,1915,UA,543,N916UA,190,180,158,111,101,BOS,ORD,867,8,24,0,,0,0,0,111,0,0
2005,1,4,2,1744,1715,1950,1915,UA,543,N927UA,186,180,167,35,29,BOS,ORD,867,5,14,0,,0,0,0,35,0,0
2005,1,5,3,NA,1715,NA,1915,UA,543,0,NA,180,NA,NA,NA,BOS,ORD,867,0,0,1,B,0,0,0,0,0,0
2005,1,6,4,2046,1705,2221,1902,UA,543,N342UA,155,177,135,199,221,BOS,ORD,867,6,14,0,,0,0,0,199,0,0
2005,1,7,5,1704,1705,1926,1902,UA,543,N312UA,202,177,152,24,-1,BOS,ORD,867,16,34,0,,0,0,0,24,0,0
2005,1,9,7,1853,1705,2138,1902,UA,543,N326UA,225,177,169,156,108,BOS,ORD,867,4,52,0,,0,0,0,156,0,0
2005,1,10,1,1703,1705,1906,1902,UA,543,N912UA,183,177,167,4,-2,BOS,ORD,867,4,12,0,,0,0,0,0,0,0
2005,1,11,2,1748,1705,1945,1902,UA,543,N348UA,177,177,156,43,43,BOS,ORD,867,5,16,0,,0,0,0,0,0,43
2005,1,12,3,NA,1705,NA,1902,UA,543,0,NA,177,NA,NA,NA,BOS,ORD,867,0,0,1,C,0,0,0,0,0,0
2005,1,13,4,1856,1705,2048,1902,UA,543,N203UA,172,177,146,106,111,BOS,ORD,867,3,23,0,,0,0,0,72,0,34
2005,1,14,5,1712,1705,1919,1902,UA,543,N326UA,187,177,154,17,7,BOS,ORD,867,9,24,0,,0,7,0,10,0,0
2005,1,16,7,1655,1705,1916,1902,UA,543,N363UA,201,177,144,14,-10,BOS,ORD,867,6,51,0,,0,0,0,0,0,0
2005,1,17,1,1704,1705,1857,1902,UA,543,N333UA,173,177,141,-5,-1,BOS,ORD,867,10,22,0,,0,0,0,0,0,0
2005,1,18,2,1657,1705,1846,1902,UA,543,N349UA,169,177,141,-16,-8,BOS,ORD,867,9,19,0,,0,0,0,0,0,0
2005,1,19,3,1809,1705,2028,1902,UA,543,N343UA,199,177,133,86,64,BOS,ORD,867,4,62,0,,0,0,0,86,0,0
2005,1,20,4,1923,1705,2112,1902,UA,543,N347UA,169,177,141,130,138,BOS,ORD,867,5,23,0,,0,0,0,128,0,2
2005,1,21,5,1716,1705,1916,1902,UA,543,N398UA,180,177,151,14,11,BOS,ORD,867,10,19,0,,0,0,0,0,0,0
2005,1,23,7,NA,1705,NA,1902,UA,543,0,NA,177,NA,NA,NA,BOS,ORD,867,0,0,1,B,0,0,0,0,0,0
2005,1,24,1,1744,1705,1935,1902,UA,543,N921UA,171,177,135,33,39,BOS,ORD,867,8,28,0,,0,0,0,33,0,0
2005,1,25,2,1726,1705,1923,1902,UA,543,N330UA,177,177,145,21,21,BOS,ORD,867,6,26,0,,0,21,0,0,0,0
2005,1,26,3,NA,1705,NA,1902,UA,543,0,NA,177,NA,NA,NA,BOS,ORD,867,0,0,1,B,0,0,0,0,0,0
2005,1,27,4,1711,1705,1900,1902,UA,543,N203UA,169,177,137,-2,6,BOS,ORD,867,15,17,0,,0,0,0,0,0,0
2005,1,28,5,1706,1705,1843,1902,UA,543,N314UA,157,177,132,-19,1,BOS,ORD,867,4,21,0,,0,0,0,0,0,0
2005,1,30,7,1657,1705,1826,1902,UA,543,N338UA,149,177,133,-36,-8,BOS,ORD,867,4,12,0,,0,0,0,0,0,0
2005,1,31,1,1658,1705,1827,1902,UA,543,N340UA,149,177,130,-35,-7,BOS,ORD,867,5,14,0,,0,0,0,0,0,0
2005,1,6,4,2323,1950,221,2250,UA,543,N342UA,178,180,163,211,213,ORD,SAT,1041,3,12,0,,0,27,0,0,0,184
2005,1,7,5,2012,1950,2325,2250,UA,543,N312UA,193,180,155,35,22,ORD,SAT,1041,3,35,0,,0,11,0,13,0,11
2005,1,8,6,1949,1950,2242,2250,UA,543,N203UA,173,180,156,-8,-1,ORD,SAT,1041,3,14,0,,0,0,0,0,0,0
2005,1,9,7,2205,1950,133,2250,UA,543,N326UA,208,180,164,163,135,ORD,SAT,1041,4,40,0,,0,0,0,28,0,135
2005,1,10,1,2049,1950,2340,2250,UA,543,N312UA,171,180,153,50,59,ORD,SAT,1041,4,14,0,,0,0,0,0,0,50
2005,1,11,2,2033,1950,2344,2250,UA,543,N348UA,191,180,163,54,43,ORD,SAT,1041,3,25,0,,0,13,0,11,0,30
2005,1,12,3,2027,1950,6,2250,UA,543,N346UA,219,180,171,76,37,ORD,SAT,1041,3,45,0,,0,37,0,39,0,0
2005,1,13,4,2144,1950,36,2250,UA,543,N203UA,172,180,150,106,114,ORD,SAT,1041,5,17,0,,0,20,0,0,0,86
2005,1,14,5,2042,1950,2335,2250,UA,543,N326UA,173,180,158,45,52,ORD,SAT,1041,3,12,0,,0,42,0,0,0,3
2005,1,15,6,1949,1950,2233,2250,UA,543,N318UA,164,180,149,-17,-1,ORD,SAT,1041,3,12,0,,0,0,0,0,0,0
2005,1,16,7,2018,1950,2353,2250,UA,543,N309UA,215,180,158,63,28,ORD,SAT,1041,5,52,0,,0,6,0,35,0,22
2005,1,17,1,1949,1950,2246,2250,UA,543,N333UA,177,180,155,-4,-1,ORD,SAT,1041,4,18,0,,0,0,0,0,0,0
2005,1,18,2,1948,1950,2247,2250,UA,543,N349UA,179,180,145,-3,-2,ORD,SAT,1041,4,30,0,,0,0,0,0,0,0
2005,1,19,3,2124,1950,2358,2250,UA,543,N343UA,154,180,134,68,94,ORD,SAT,1041,3,17,0,,0,15,0,0,0,53
2005,1,20,4,2205,1950,40,2250,UA,543,N347UA,155,180,139,110,135,ORD,SAT,1041,3,13,0,,0,15,0,0,0,95
2005,1,21,5,NA,1950,NA,2250,UA,543,0,NA,180,NA,NA,NA,ORD,SAT,1041,0,0,1,B,0,0,0,0,0,0
2005,1,22,6,2128,1950,15,2250,UA,543,N310UA,167,180,138,85,98,ORD,SAT,1041,5,24,0,,0,27,0,0,0,58
2005,1,23,7,2104,1950,2347,2250,UA,543,N315UA,163,180,137,57,74,ORD,SAT,1041,4,22,0,,0,57,0,0,0,0
2005,1,24,1,2028,1950,2305,2250,UA,543,N921UA,157,180,143,15,38,ORD,SAT,1041,2,12,0,,0,7,0,0,0,8
2005,1,25,2,2002,1950,2244,2250,UA,543,N330UA,162,180,140,-6,12,ORD,SAT,1041,4,18,0,,0,0,0,0,0,0
2005,1,26,3,2020,1950,2254,2250,UA,543,N313UA,154,180,136,4,30,ORD,SAT,1041,2,16,0,,0,0,0,0,0,0
2005,1,27,4,2012,1950,2314,2250,UA,543,N203UA,182,180,154,24,22,ORD,SAT,1041,5,23,0,,0,22,0,2,0,0
2005,1,28,5,1952,1950,2257,2250,UA,543,N381UA,185,180,158,7,2,ORD,SAT,1041,3,24,0,,0,0,0,0,0,0
2005,1,29,6,1948,1950,2246,2250,UA,543,N311UA,178,180,158,-4,-2,ORD,SAT,1041,3,17,0,,0,0,0,0,0,0
2005,1,30,7,1946,1950,2258,2250,UA,543,N338UA,192,180,176,8,-4,ORD,SAT,1041,4,12,0,,0,0,0,0,0,0
2005,1,31,1,1948,1950,2253,2250,UA,543,N340UA,185,180,165,3,-2,ORD,SAT,1041,6,14,0,,0,0,0,0,0,0
2005,1,1,6,2220,2045,119,2359,UA,544,N325UA,119,134,103,80,95,ORD,BOS,867,2,14,0,,0,58,0,0,0,22
2005,1,2,7,2119,2045,15,2359,UA,544,N325UA,116,134,103,16,34,ORD,BOS,867,5,8,0,,0,13,0,0,0,3
2005,1,3,1,2221,2045,119,2359,UA,544,N908UA,118,134,97,80,96,ORD,BOS,867,3,18,0,,0,0,0,0,0,80
2005,1,4,2,2233,2045,130,2359,UA,544,N903UA,117,134,98,91,108,ORD,BOS,867,3,16,0,,0,0,17,0,0,74
2005,1,5,3,2224,2045,131,2359,UA,544,N323UA,127,134,100,92,99,ORD,BOS,867,3,24,0,,0,57,0,0,0,35
2005,1,6,4,2119,2045,41,2359,UA,544,N855UA,142,134,100,42,34,ORD,BOS,867,11,31,0,,0,0,0,8,0,34
2005,1,7,5,2235,2045,147,2359,UA,544,N839UA,132,134,96,108,110,ORD,BOS,867,6,30,0,,0,19,0,0,0,89
2005,1,8,6,2045,2045,2354,2359,UA,544,N405UA,129,134,103,-5,0,ORD,BOS,867,7,19,0,,0,0,0,0,0,0
2005,1,9,7,2200,2045,109,2359,UA,544,N433UA,129,134,97,70,75,ORD,BOS,867,4,28,0,,0,20,0,0,0,50
2005,1,10,1,2054,2045,2343,2359,UA,544,N822UA,109,134,97,-16,9,ORD,BOS,867,2,10,0,,0,0,0,0,0,0
2005,1,11,2,2130,2045,37,2359,UA,544,N817UA,127,134,103,38,45,ORD,BOS,867,4,20,0,,0,0,0,0,0,38
2005,1,12,3,2206,2045,106,2359,UA,544,N835UA,120,134,99,67,81,ORD,BOS,867,6,15,0,,0,67,0,0,0,0
2005,1,13,4,2223,2045,126,2359,UA,544,N801UA,123,134,103,87,98,ORD,BOS,867,7,13,0,,0,0,0,0,0,87
2005,1,14,5,2141,2045,35,2359,UA,544,N806UA,114,134,98,36,56,ORD,BOS,867,2,14,0,,0,19,0,0,0,17
2005,1,15,6,2044,2045,1,2359,UA,544,N402UA,137,134,105,2,-1,ORD,BOS,867,7,25,0,,0,0,0,0,0,0
2005,1,16,7,2104,2045,36,2359,UA,544,N811UA,152,134,111,37,19,ORD,BOS,867,9,32,0,,0,19,0,18,0,0
2005,1,17,1,2051,2045,2356,2359,UA,544,N817UA,125,134,102,-3,6,ORD,BOS,867,4,19,0,,0,0,0,0,0,0
2005,1,18,2,2050,2045,10,2359,UA,544,N840UA,140,134,104,11,5,ORD,BOS,867,7,29,0,,0,0,0,0,0,0
2005,1,19,3,2206,2045,121,2359,UA,544,N842UA,135,134,108,82,81,ORD,BOS,867,8,19,0,,0,9,0,1,0,72
2005,1,20,4,2225,2045,133,2359,UA,544,N817UA,128,134,102,94,100,ORD,BOS,867,3,23,0,,0,0,0,0,0,94
2005,1,21,5,2211,2045,110,2359,UA,544,N853UA,119,134,103,71,86,ORD,BOS,867,4,12,0,,0,0,59,0,0,12
2005,1,22,6,NA,2045,NA,2359,UA,544,0,NA,134,NA,NA,NA,ORD,BOS,867,0,0,1,B,0,0,0,0,0,0
2005,1,23,7,NA,2045,NA,2359,UA,544,0,NA,134,NA,NA,NA,ORD,BOS,867,0,0,1,B,0,0,0,0,0,0
2005,1,24,1,2044,2045,30,2359,UA,544,N822UA,166,134,115,31,-1,ORD,BOS,867,30,21,0,,0,0,0,31,0,0
2005,1,25,2,2044,2045,2357,2359,UA,544,N831UA,133,134,103,-2,-1,ORD,BOS,867,4,26,0,,0,0,0,0,0,0
2005,1,26,3,2157,2045,116,2359,UA,544,N829UA,139,134,107,77,72,ORD,BOS,867,6,26,0,,0,0,20,5,0,52
2005,1,27,4,2058,2045,12,2359,UA,544,N803UA,134,134,109,13,13,ORD,BOS,867,4,21,0,,0,0,0,0,0,0
2005,1,28,5,2102,2045,2400,2359,UA,544,N829UA,118,134,102,1,17,ORD,BOS,867,3,13,0,,0,0,0,0,0,0
2005,1,29,6,2238,2045,140,2359,UA,544,N411UA,122,134,106,101,113,ORD,BOS,867,5,11,0,,0,0,0,0,0,101
2005,1,30,7,2046,2045,2358,2359,UA,544,N810UA,132,134,109,-1,1,ORD,BOS,867,3,20,0,,0,0,0,0,0,0
2005,1,31,1,2041,2045,2348,2359,UA,544,N833UA,127,134,111,-11,-4,ORD,BOS,867,5,11,0,,0,0,0,0,0,0
2005,1,6,4,1436,1350,2158,1944,UA,544,N806UA,322,234,209,134,46,SMF,ORD,1781,6,107,0,,0,0,0,106,0,28
2005,1,7,5,1351,1350,1952,1944,UA,544,N824UA,241,234,209,8,1,SMF,ORD,1781,7,25,0,,0,0,0,0,0,0
2005,1,8,6,1359,1350,1947,1944,UA,544,N822UA,228,234,194,3,9,SMF,ORD,1781,23,11,0,,0,0,0,0,0,0
2005,1,9,7,1601,1350,2158,1944,UA,544,N421UA,237,234,185,134,131,SMF,ORD,1781,7,45,0,,0,0,0,117,0,17
2005,1,10,1,1401,1350,1954,1944,UA,544,N844UA,233,234,207,10,11,SMF,ORD,1781,9,17,0,,0,0,0,0,0,0
2005,1,11,2,1454,1350,2110,1944,UA,544,N838UA,256,234,223,86,64,SMF,ORD,1781,6,27,0,,0,0,0,86,0,0
2005,1,12,3,1450,1350,2114,1944,UA,544,N814UA,264,234,252,90,60,SMF,ORD,1781,4,8,0,,0,0,0,34,0,56
2005,1,13,4,1345,1350,2149,1944,UA,544,N801UA,364,234,203,125,-5,SMF,ORD,1781,8,153,0,,0,0,0,125,0,0
2005,1,14,5,1459,1350,2037,1944,UA,544,N806UA,218,234,198,53,69,SMF,ORD,1781,8,12,0,,0,18,0,0,0,35
2005,1,15,6,1340,1350,1930,1944,UA,544,N841UA,230,234,204,-14,-10,SMF,ORD,1781,5,21,0,,0,0,0,0,0,0
2005,1,16,7,1352,1350,1930,1944,UA,544,N811UA,218,234,204,-14,2,SMF,ORD,1781,3,11,0,,0,0,0,0,0,0
2005,1,17,1,1350,1350,1949,1944,UA,544,N817UA,239,234,223,5,0,SMF,ORD,1781,9,7,0,,0,0,0,0,0,0
2005,1,18,2,1348,1350,1935,1944,UA,544,N840UA,227,234,214,-9,-2,SMF,ORD,1781,5,8,0,,0,0,0,0,0,0
2005,1,19,3,1503,1350,2122,1944,UA,544,N842UA,259,234,218,98,73,SMF,ORD,1781,5,36,0,,0,0,0,98,0,0
2005,1,20,4,1559,1350,2153,1944,UA,544,N817UA,234,234,205,129,129,SMF,ORD,1781,12,17,0,,0,0,0,49,0,80
2005,1,21,5,1405,1350,2024,1944,UA,544,N853UA,259,234,231,40,15,SMF,ORD,1781,17,11,0,,0,9,0,25,0,6
2005,1,22,6,1702,1350,2334,1944,UA,544,N848UA,272,234,231,230,192,SMF,ORD,1781,30,11,0,,0,0,0,225,0,5
2005,1,23,7,1424,1350,2040,1944,UA,544,N846UA,256,234,218,56,34,SMF,ORD,1781,24,14,0,,0,23,0,22,0,11
2005,1,24,1,1349,1350,2002,1944,UA,544,N822UA,253,234,218,18,-1,SMF,ORD,1781,13,22,0,,0,0,0,18,0,0
2005,1,25,2,1344,1350,1929,1944,UA,544,N831UA,225,234,211,-15,-6,SMF,ORD,1781,4,10,0,,0,0,0,0,0,0
2005,1,26,3,1441,1350,2102,1944,UA,544,N829UA,261,234,218,78,51,SMF,ORD,1781,4,39,0,,0,0,0,78,0,0
2005,1,1,6,1841,1810,2041,2010,UA,545,N325UA,180,180,135,31,31,BOS,ORD,867,16,29,0,,0,10,0,0,0,21
2005,1,2,7,1835,1820,2042,2015,UA,545,N455UA,187,175,152,27,15,BOS,ORD,867,7,28,0,,0,0,0,12,0,15
2005,1,3,1,1957,1815,2211,2015,UA,545,N313UA,194,180,152,116,102,BOS,ORD,867,13,29,0,,0,0,0,73,0,43
2005,1,4,2,1825,1815,2048,2015,UA,545,N332UA,203,180,173,33,10,BOS,ORD,867,11,19,0,,0,0,0,33,0,0
2005,1,5,3,NA,1815,NA,2015,UA,545,0,NA,180,NA,NA,NA,BOS,ORD,867,0,0,1,B,0,0,0,0,0,0
2005,1,6,4,1944,1810,2150,2005,UA,545,N918UA,186,175,145,105,94,BOS,ORD,867,19,22,0,,0,0,0,11,0,94
2005,1,7,5,1756,1810,2018,2005,UA,545,N203UA,202,175,158,13,-14,BOS,ORD,867,13,31,0,,0,0,0,0,0,0
2005,1,8,6,1803,1810,2009,2001,UA,545,N425UA,186,171,134,8,-7,BOS,ORD,867,5,47,0,,0,0,0,0,0,0
2005,1,10,1,1804,1810,2011,2005,UA,545,N348UA,187,175,169,6,-6,BOS,ORD,867,4,14,0,,0,0,0,0,0,0
2005,1,11,2,NA,1810,NA,2005,UA,545,0,NA,175,NA,NA,NA,BOS,ORD,867,0,0,1,C,0,0,0,0,0,0
2005,1,12,3,1807,1810,1957,2005,UA,545,N336UA,170,175,140,-8,-3,BOS,ORD,867,4,26,0,,0,0,0,0,0,0
2005,1,13,4,1932,1810,2112,2005,UA,545,N304UA,160,175,147,67,82,BOS,ORD,867,4,9,0,,0,0,0,27,0,40
2005,1,14,5,1819,1810,2040,2005,UA,545,N327UA,201,175,153,35,9,BOS,ORD,867,10,38,0,,0,0,0,35,0,0
2005,1,15,6,1757,1810,1935,2001,UA,545,N462UA,158,171,144,-26,-13,BOS,ORD,867,4,10,0,,0,0,0,0,0,0
2005,1,17,1,1804,1810,2005,2005,UA,545,N327UA,181,175,136,0,-6,BOS,ORD,867,5,40,0,,0,0,0,0,0,0
2005,1,18,2,1805,1810,2044,2005,UA,545,N301UA,219,175,195,39,-5,BOS,ORD,867,5,19,0,,0,0,0,39,0,0
2005,1,19,3,1914,1810,2121,2005,UA,545,N921UA,187,175,140,76,64,BOS,ORD,867,5,42,0,,0,0,0,76,0,0
2005,1,20,4,1943,1810,2141,2005,UA,545,N924UA,178,175,144,96,93,BOS,ORD,867,21,13,0,,0,0,0,46,0,50
2005,1,21,5,1822,1810,2118,2005,UA,545,N914UA,236,175,208,73,12,BOS,ORD,867,7,21,0,,0,0,0,73,0,0
2005,1,22,6,NA,1810,NA,2001,UA,545,0,NA,171,NA,NA,NA,BOS,ORD,867,0,0,1,B,0,0,0,0,0,0
2005,1,24,1,1955,1810,2314,2005,UA,545,N362UA,259,175,142,189,105,BOS,ORD,867,6,111,0,,0,0,0,85,0,104
2005,1,25,2,1913,1810,2114,2005,UA,545,N346UA,181,175,145,69,63,BOS,ORD,867,13,23,0,,0,0,0,19,0,50
2005,1,26,3,1856,1810,2116,2005,UA,545,N336UA,200,175,154,71,46,BOS,ORD,867,6,40,0,,0,0,0,66,0,5
2005,1,27,4,1806,1810,1943,2005,UA,545,N365UA,157,175,136,-22,-4,BOS,ORD,867,6,15,0,,0,0,0,0,0,0
2005,1,28,5,1802,1810,1942,2005,UA,545,N311UA,160,175,132,-23,-8,BOS,ORD,867,5,23,0,,0,0,0,0,0,0
2005,1,29,6,1758,1810,1933,2001,UA,545,N419UA,155,171,133,-28,-12,BOS,ORD,867,7,15,0,,0,0,0,0,0,0
2005,1,31,1,2030,1810,2158,2005,UA,545,N331UA,148,175,129,113,140,BOS,ORD,867,8,11,0,,0,7,0,0,0,106
2005,1,1,6,2342,2115,151,2319,UA,546,N386UA,69,64,42,152,147,ORD,DAY,240,7,20,0,,0,7,0,5,0,140
2005,1,2,7,2149,2130,2346,2334,UA,546,N843UA,57,64,38,12,19,ORD,DAY,240,6,13,0,,0,0,0,0,0,0
2005,1,3,1,2346,2115,152,2319,UA,546,N832UA,66,64,37,153,151,ORD,DAY,240,4,25,0,,0,0,0,2,0,151
2005,1,4,2,2325,2115,152,2319,UA,546,N837UA,87,64,41,153,130,ORD,DAY,240,6,40,0,,0,130,0,23,0,0
2005,1,5,3,55,2115,309,2319,UA,546,N819UA,74,64,42,230,220,ORD,DAY,240,4,28,0,,0,0,44,10,0,176
2005,1,6,4,1345,1310,1914,1904,UA,546,N416UA,209,234,186,10,35,SAN,ORD,1723,9,14,0,,0,0,0,0,0,0
2005,1,7,5,1536,1310,2109,1904,UA,546,N461UA,213,234,191,125,146,SAN,ORD,1723,4,18,0,,0,0,0,0,0,125
2005,1,8,6,1357,1310,1921,1904,UA,546,N840UA,204,234,188,17,47,SAN,ORD,1723,4,12,0,,0,5,0,0,0,12
2005,1,9,7,1554,1310,2145,1902,UA,546,N582UA,231,232,196,163,164,SAN,ORD,1723,14,21,0,,0,0,0,163,0,0
2005,1,10,1,NA,1310,NA,1904,UA,546,0,NA,234,NA,NA,NA,SAN,ORD,1723,0,0,1,B,0,0,0,0,0,0
2005,1,11,2,1344,1310,1917,1904,UA,546,N843UA,213,234,183,13,34,SAN,ORD,1723,7,23,0,,0,0,0,0,0,0
2005,1,12,3,1404,1310,2102,1904,UA,546,N456UA,298,234,268,118,54,SAN,ORD,1723,5,25,0,,0,0,0,107,0,11
2005,1,13,4,1339,1310,2126,1904,UA,546,N429UA,347,234,202,142,29,SAN,ORD,1723,6,139,0,,0,0,0,142,0,0
2005,1,14,5,1356,1310,1933,1904,UA,546,N402UA,217,234,189,29,46,SAN,ORD,1723,12,16,0,,0,0,0,0,0,29
2005,1,15,6,1308,1310,1849,1904,UA,546,N835UA,221,234,203,-15,-2,SAN,ORD,1723,4,14,0,,0,0,0,0,0,0
2005,1,16,7,1311,1310,1902,1902,UA,546,N584UA,231,232,211,0,1,SAN,ORD,1723,7,13,0,,0,0,0,0,0,0
2005,1,17,1,1308,1310,1906,1904,UA,546,N422UA,238,234,214,2,-2,SAN,ORD,1723,12,12,0,,0,0,0,0,0,0
2005,1,18,2,1308,1310,1934,1904,UA,546,N427UA,266,234,246,30,-2,SAN,ORD,1723,6,14,0,,0,0,0,30,0,0
2005,1,19,3,1328,1310,2026,1904,UA,546,N436UA,298,234,232,82,18,SAN,ORD,1723,5,61,0,,0,0,0,82,0,0
2005,1,20,4,1433,1310,2057,1904,UA,546,N463UA,264,234,210,113,83,SAN,ORD,1723,44,10,0,,0,0,0,88,0,25
2005,1,21,5,1305,1310,1910,1904,UA,546,N418UA,245,234,215,6,-5,SAN,ORD,1723,10,20,0,,0,0,0,0,0,0
2005,1,22,6,NA,1310,NA,1904,UA,546,0,NA,234,NA,NA,NA,SAN,ORD,1723,0,0,1,B,0,0,0,0,0,0
2005,1,23,7,1330,1310,1930,1902,UA,546,N516UA,240,232,218,28,20,SAN,ORD,1723,8,14,0,,0,20,0,8,0,0
2005,1,24,1,1322,1310,1918,1904,UA,546,N408UA,236,234,205,14,12,SAN,ORD,1723,14,17,0,,0,0,0,0,0,0
2005,1,25,2,1306,1310,1853,1904,UA,546,N417UA,227,234,210,-11,-4,SAN,ORD,1723,5,12,0,,0,0,0,0,0,0
2005,1,26,3,1314,1310,1858,1904,UA,546,N423UA,224,234,207,-6,4,SAN,ORD,1723,6,11,0,,0,0,0,0,0,0
2005,1,27,4,1310,1310,1854,1904,UA,546,N427UA,224,234,199,-10,0,SAN,ORD,1723,13,12,0,,0,0,0,0,0,0
2005,1,28,5,1326,1310,1908,1904,UA,546,N431UA,222,234,206,4,16,SAN,ORD,1723,5,11,0,,0,0,0,0,0,0
2005,1,29,6,1308,1310,1853,1904,UA,546,N843UA,225,234,198,-11,-2,SAN,ORD,1723,13,14,0,,0,0,0,0,0,0
2005,1,30,7,1310,1310,1849,1902,UA,546,N524UA,219,232,201,-13,0,SAN,ORD,1723,9,9,0,,0,0,0,0,0,0
