Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,1,11,3,1354,1400,1503,1506,US,2131,N757UW,69,66,48,-3,-6,BOS,LGA,185,8,13,0,,0,0,0,0,0,0
2006,1,11,3,1454,1500,1605,1607,US,2133,N748UW,71,67,53,-2,-6,BOS,LGA,185,4,14,0,,0,0,0,0,0,0
2006,1,11,3,1551,1600,1716,1707,US,2135,N753UW,85,67,46,9,-9,BOS,LGA,185,6,33,0,,0,0,0,0,0,0
2006,1,11,3,1654,1700,1827,1810,US,2137,N752UW,93,70,49,17,-6,BOS,LGA,185,6,38,0,,0,0,0,17,0,0
2006,1,11,3,1829,1800,1948,1912,US,2139,N750UW,79,72,55,36,29,BOS,LGA,185,6,18,0,,0,0,23,7,0,6
2006,1,11,3,NA,1900,NA,2011,US,2141,0,NA,71,NA,NA,NA,BOS,LGA,185,0,0,1,C,0,0,0,0,0,0
2006,1,11,3,2142,2000,2251,2110,US,2143,N730UW,69,70,49,101,102,BOS,LGA,185,5,15,0,,0,0,0,34,0,67
2006,1,11,3,722,730,828,841,US,2197,N745UW,66,71,47,-13,-8,BOS,LGA,185,5,14,0,,0,0,0,0,0,0
2006,1,11,3,922,930,1053,1103,US,177,N742UW,91,93,70,-10,-8,BOS,PHL,280,5,16,0,,0,0,0,0,0,0
2006,1,11,3,NA,1630,NA,1759,US,233,0,NA,89,NA,NA,NA,BOS,PHL,280,0,0,1,C,0,0,0,0,0,0
2006,1,11,3,1327,1330,1500,1457,US,370,N574US,93,87,66,3,-3,BOS,PHL,280,7,20,0,,0,0,0,0,0,0
2006,1,11,3,2031,1830,2303,2004,US,377,N512AU,152,94,80,179,121,BOS,PHL,280,2,70,0,,0,0,0,58,0,121
2006,1,11,3,1548,1530,1728,1704,US,395,N121UW,100,94,69,24,18,BOS,PHL,280,4,27,0,,0,0,0,6,0,18
2006,1,11,3,1850,1700,2139,1831,US,449,N505AU,169,91,103,188,110,BOS,PHL,280,4,62,0,,0,0,107,78,0,3
2006,1,11,3,1505,1430,1732,1601,US,481,N742UW,147,91,129,91,35,BOS,PHL,280,3,15,0,,0,0,35,56,0,0
2006,1,11,3,1018,1030,1143,1158,US,486,N163UW,85,88,63,-15,-12,BOS,PHL,280,8,14,0,,0,0,0,0,0,0
2006,1,11,3,631,630,752,801,US,523,N167UW,81,91,62,-9,1,BOS,PHL,280,5,14,0,,0,0,0,0,0,0
2006,1,11,3,721,730,850,900,US,591,N588US,89,90,71,-10,-9,BOS,PHL,280,5,13,0,,0,0,0,0,0,0
2006,1,11,3,1226,1130,1355,1300,US,671,N716UW,89,90,68,55,56,BOS,PHL,280,8,13,0,,0,0,0,55,0,0
2006,1,11,3,1916,1730,2137,1903,US,723,N619AU,141,93,100,154,106,BOS,PHL,280,10,31,0,,0,0,72,48,0,34
2006,1,11,3,2017,1930,2314,2105,US,760,N748UW,177,95,86,129,47,BOS,PHL,280,3,88,0,,0,0,14,82,0,33
2006,1,11,3,825,830,952,1003,US,783,N730UW,87,93,61,-11,-5,BOS,PHL,280,11,15,0,,0,0,0,0,0,0
2006,1,11,3,526,530,645,655,US,803,N104UW,79,85,63,-10,-4,BOS,PHL,280,7,9,0,,0,0,0,0,0,0
2006,1,11,3,1237,1230,1420,1357,US,1035,N419US,103,87,69,23,7,BOS,PHL,280,9,25,0,,0,0,7,16,0,0
2006,1,11,3,2116,2030,2251,2158,US,1097,N334US,95,88,79,53,46,BOS,PHL,280,3,13,0,,0,0,0,7,0,46
2006,1,11,3,627,630,959,1027,US,60,N678AW,332,357,304,-28,-3,BOS,PHX,2300,8,20,0,,0,0,0,0,0,0
2006,1,11,3,920,922,1246,1318,US,281,N673AW,326,356,300,-32,-2,BOS,PHX,2300,5,21,0,,0,0,0,0,0,0
2006,1,11,3,1841,1748,2216,2147,US,825,N603AW,335,359,305,29,53,BOS,PHX,2300,6,24,0,,0,0,0,0,0,29
2006,1,11,3,1544,1540,1722,1729,US,135,N114UW,98,109,81,-7,4,BOS,PIT,496,3,14,0,,0,0,0,0,0,0
2006,1,11,3,1824,1805,2012,1956,US,139,N747UW,108,111,83,16,19,BOS,PIT,496,5,20,0,,0,0,0,0,0,16
2006,1,11,3,559,605,750,750,US,559,N433US,111,105,85,0,-6,BOS,PIT,496,5,21,0,,0,0,0,0,0,0
2006,1,11,3,1038,1040,1540,1527,US,658,N717UW,242,227,210,13,-2,BOS,SJU,1674,15,17,0,,0,0,0,0,0,0
2006,1,11,3,612,620,747,755,US,1685,N802MD,95,95,84,-8,-8,BTV,DCA,437,3,8,0,,0,0,0,0,0,0
2006,1,11,3,711,715,848,844,US,467,N701UW,97,89,69,4,-4,BTV,PHL,336,6,22,0,,0,0,0,0,0,0
2006,1,11,3,NA,1730,NA,1855,US,1651,0,NA,85,NA,NA,NA,BTV,PHL,336,0,0,1,C,0,0,0,0,0,0
2006,1,11,3,1840,1835,2022,2022,US,273,N745UW,102,107,82,0,5,BUF,CLT,546,11,9,0,,0,0,0,0,0,0
2006,1,11,3,1142,1145,1332,1335,US,686,N505AU,110,110,99,-3,-3,BUF,CLT,546,4,7,0,,0,0,0,0,0,0
2006,1,11,3,827,835,1029,1024,US,1021,N171UW,122,109,106,5,-8,BUF,CLT,546,6,10,0,,0,0,0,0,0,0
2006,1,11,3,644,645,842,834,US,1141,N765UW,118,109,103,8,-1,BUF,CLT,546,6,9,0,,0,0,0,0,0,0
2006,1,11,3,1134,1140,1249,1247,US,93,N589US,75,67,61,2,-6,BUF,DCA,296,5,9,0,,0,0,0,0,0,0
2006,1,11,3,1658,1710,1819,1818,US,245,N708UW,81,68,63,1,-12,BUF,DCA,296,5,13,0,,0,0,0,0,0,0
2006,1,11,3,624,630,740,740,US,394,N176UW,76,70,62,0,-6,BUF,DCA,296,5,9,0,,0,0,0,0,0,0
2006,1,11,3,723,735,840,850,US,317,N716UW,77,75,58,-10,-12,BUF,PHL,279,9,10,0,,0,0,0,0,0,0
2006,1,11,3,2135,1800,2305,1913,US,515,N530AU,90,73,71,232,215,BUF,PHL,279,6,13,0,,0,0,0,230,0,2
2006,1,11,3,1607,1545,1817,1700,US,995,N702UW,130,75,80,77,22,BUF,PHL,279,3,47,0,,0,0,0,77,0,0
2006,1,11,3,1507,1515,1729,1745,US,474,N315AW,82,90,67,-16,-8,BUR,PHX,369,4,11,0,,0,0,0,0,0,0
2006,1,11,3,641,645,903,913,US,590,N335AW,82,88,69,-10,-4,BUR,PHX,369,3,10,0,,0,0,0,0,0,0
2006,1,11,3,1236,1245,1502,1513,US,630,N645AW,86,88,68,-11,-9,BUR,PHX,369,5,13,0,,0,0,0,0,0,0
2006,1,11,3,1026,1030,1227,1153,US,201,N335US,121,83,88,34,-4,BWI,CLT,361,7,26,0,,0,0,0,34,0,0
2006,1,11,3,1442,1445,1621,1608,US,351,N423US,99,83,71,13,-3,BWI,CLT,361,12,16,0,,0,0,0,0,0,0
2006,1,11,3,713,720,854,842,US,443,N625AU,101,82,68,12,-7,BWI,CLT,361,3,30,0,,0,0,0,0,0,0
2006,1,11,3,1933,1925,2046,2046,US,545,N631AU,73,81,59,0,8,BWI,CLT,361,5,9,0,,0,0,0,0,0,0
2006,1,11,3,1145,1150,1306,1313,US,872,N442US,81,83,62,-7,-5,BWI,CLT,361,9,10,0,,0,0,0,0,0,0
2006,1,11,3,844,845,1014,1008,US,877,N611AU,90,83,67,6,-1,BWI,CLT,361,3,20,0,,0,0,0,0,0,0
2006,1,11,3,514,520,630,643,US,1219,N527AU,76,83,62,-13,-6,BWI,CLT,361,3,11,0,,0,0,0,0,0,0
2006,1,11,3,1630,1635,1753,1758,US,1279,N434US,83,83,63,-5,-5,BWI,CLT,361,7,13,0,,0,0,0,0,0,0
2006,1,11,3,813,818,1015,1033,US,779,N661AW,302,315,283,-18,-5,BWI,LAS,2106,3,16,0,,0,0,0,0,0,0
2006,1,11,3,805,750,900,840,US,234,N427US,55,50,38,20,15,BWI,PHL,90,7,10,0,,0,15,0,5,0,0
2006,1,11,3,1937,1800,2051,1846,US,762,N439US,74,46,39,125,97,BWI,PHL,90,19,16,0,,0,0,0,125,0,0
2006,1,11,3,NA,1240,NA,1325,US,1655,0,NA,45,NA,NA,NA,BWI,PHL,90,0,0,1,A,0,0,0,0,0,0
2006,1,11,3,1710,1635,2005,1940,US,454,N827AW,295,305,270,25,35,BWI,PHX,1999,5,20,0,,0,6,0,0,0,19
2006,1,11,3,718,700,1018,1021,US,679,N659AW,300,321,270,-3,18,BWI,PHX,1999,12,18,0,,0,0,0,0,0,0
2006,1,11,3,1017,1010,1259,1322,US,706,N662AW,282,312,259,-23,7,BWI,PHX,1999,9,14,0,,0,0,0,0,0,0
2006,1,11,3,1802,1740,1850,1834,US,323,N531AU,48,54,39,16,22,CHS,CLT,168,3,6,0,,0,16,0,0,0,0
2006,1,11,3,1232,1240,1330,1334,US,401,N514AU,58,54,44,-4,-8,CHS,CLT,168,7,7,0,,0,0,0,0,0,0
2006,1,11,3,744,750,840,844,US,408,N589US,56,54,47,-4,-6,CHS,CLT,168,4,5,0,,0,0,0,0,0,0
2006,1,11,3,843,850,1026,1030,US,423,N352US,103,100,93,-4,-7,CLE,CLT,430,4,6,0,,0,0,0,0,0,0
2006,1,11,3,1033,1040,1231,1318,US,29,N803AW,238,278,222,-47,-7,CLE,PHX,1737,7,9,0,,0,0,0,0,0,0
2006,1,11,3,1646,1650,1849,1925,US,639,N632AW,243,275,225,-36,-4,CLE,PHX,1737,7,11,0,,0,0,0,0,0,0
2006,1,11,3,1948,1955,2124,2131,US,628,N711UW,96,96,70,-7,-7,CLT,ABE,481,4,22,0,,0,0,0,0,0,0
2006,1,11,3,2147,2150,2338,2345,US,464,N419US,111,115,87,-7,-3,CLT,ALB,646,10,14,0,,0,0,0,0,0,0
2006,1,11,3,2152,2155,2339,2345,US,8,N165UW,107,110,88,-6,-3,CLT,BDL,644,4,15,0,,0,0,0,0,0,0
2006,1,11,3,1405,1410,1546,1559,US,240,N104UW,101,109,88,-13,-5,CLT,BDL,644,5,8,0,,0,0,0,0,0,0
2006,1,11,3,944,950,1135,1143,US,860,N722UW,111,113,87,-8,-6,CLT,BDL,644,3,21,0,,0,0,0,0,0,0
2006,1,11,3,1601,1605,1749,1757,US,1076,N425US,108,112,82,-8,-4,CLT,BDL,644,10,16,0,,0,0,0,0,0,0
2006,1,11,3,1752,1755,1938,1947,US,1216,N406US,106,112,94,-9,-3,CLT,BDL,644,4,8,0,,0,0,0,0,0,0
2006,1,11,3,2013,1940,2158,2130,US,1450,N166UW,105,110,90,28,33,CLT,BDL,644,5,10,0,,0,0,0,0,0,28
2006,1,11,3,1740,1735,1802,1800,US,341,N335US,82,85,56,2,5,CLT,BNA,329,5,21,0,,0,0,0,0,0,0
2006,1,11,3,2129,2130,2145,2156,US,465,N340US,76,86,59,-11,-1,CLT,BNA,329,6,11,0,,0,0,0,0,0,0
2006,1,11,3,2021,1940,2031,2006,US,1215,N393US,70,86,56,25,41,CLT,BNA,329,5,9,0,,0,7,0,0,0,18
2006,1,11,3,2144,2135,5,2329,US,40,N174UW,141,114,128,36,9,CLT,BOS,728,4,9,0,,0,6,0,27,0,3
2006,1,11,3,2000,1920,2217,2122,US,152,N118UW,137,122,98,55,40,CLT,BOS,728,7,32,0,,0,5,0,50,0,0
2006,1,11,3,1409,1415,1628,1619,US,232,N505AU,139,124,112,9,-6,CLT,BOS,728,7,20,0,,0,0,0,0,0,0
2006,1,11,3,738,740,931,939,US,253,N163UW,113,119,97,-8,-2,CLT,BOS,728,4,12,0,,0,0,0,0,0,0
2006,1,11,3,1544,1545,1807,1743,US,632,N621AU,143,118,121,24,-1,CLT,BOS,728,5,17,0,,0,0,0,24,0,0
2006,1,11,3,1730,1735,2055,1941,US,645,N334US,205,126,118,74,-5,CLT,BOS,728,5,82,0,,0,0,0,74,0,0
2006,1,11,3,1303,1245,1508,1443,US,874,N121UW,125,118,95,25,18,CLT,BOS,728,3,27,0,,0,4,0,7,0,14
2006,1,11,3,941,940,1147,1150,US,1231,N419US,126,130,100,-3,1,CLT,BOS,728,7,19,0,,0,0,0,0,0,0
2006,1,11,3,1114,1120,1305,1325,US,1439,N751UW,111,125,94,-20,-6,CLT,BOS,728,5,12,0,,0,0,0,0,0,0
2006,1,11,3,917,920,1047,1105,US,78,N589US,90,105,80,-18,-3,CLT,BUF,546,1,9,0,,0,0,0,0,0,0
2006,1,11,3,2152,2155,2325,2335,US,422,N180UW,93,100,80,-10,-3,CLT,BUF,546,3,10,0,,0,0,0,0,0,0
2006,1,11,3,1557,1550,1732,1729,US,928,N530AU,95,99,78,3,7,CLT,BUF,546,2,15,0,,0,0,0,0,0,0
2006,1,11,3,1920,1915,2059,2052,US,1218,N764UW,99,97,86,7,5,CLT,BUF,546,2,11,0,,0,0,0,0,0,0
2006,1,11,3,1553,1555,1708,1714,US,272,N439US,75,79,57,-6,-2,CLT,BWI,361,3,15,0,,0,0,0,0,0,0
2006,1,11,3,1718,1720,1834,1840,US,376,N631AU,76,80,60,-6,-2,CLT,BWI,361,5,11,0,,0,0,0,0,0,0
2006,1,11,3,928,935,1045,1100,US,418,N442US,77,85,63,-15,-7,CLT,BWI,361,3,11,0,,0,0,0,0,0,0
2006,1,11,3,1243,1245,1359,1402,US,421,N423US,76,77,61,-3,-2,CLT,BWI,361,3,12,0,,0,0,0,0,0,0
2006,1,11,3,2134,2130,2242,2252,US,540,N611AU,68,82,53,-10,4,CLT,BWI,361,5,10,0,,0,0,0,0,0,0
2006,1,11,3,1429,1435,1550,1555,US,599,N434US,81,80,62,-5,-6,CLT,BWI,361,4,15,0,,0,0,0,0,0,0
2006,1,11,3,1950,1940,2108,2102,US,604,N628AU,78,82,50,6,10,CLT,BWI,361,5,23,0,,0,0,0,0,0,0
2006,1,11,3,802,805,920,927,US,618,N335US,78,82,57,-7,-3,CLT,BWI,361,5,16,0,,0,0,0,0,0,0
2006,1,11,3,1108,1110,1153,1207,US,218,N514AU,45,57,32,-14,-2,CLT,CHS,168,3,10,0,,0,0,0,0,0,0
2006,1,11,3,1609,1610,1657,1706,US,479,N531AU,48,56,29,-9,-1,CLT,CHS,168,3,16,0,,0,0,0,0,0,0
2006,1,11,3,1919,1920,2002,2017,US,1105,N518AU,43,57,27,-15,-1,CLT,CHS,168,3,13,0,,0,0,0,0,0,0
2006,1,11,3,1920,1920,2047,2056,US,472,N577US,87,96,72,-9,0,CLT,CLE,430,5,10,0,,0,0,0,0,0,0
2006,1,11,3,1922,1925,2033,2046,US,323,N531AU,71,81,57,-13,-3,CLT,CMH,346,4,10,0,,0,0,0,0,0,0
2006,1,11,3,937,940,1050,1105,US,504,N417US,73,85,52,-15,-3,CLT,CMH,346,4,17,0,,0,0,0,0,0,0
2006,1,11,3,1731,1735,1849,1856,US,904,N444US,78,81,61,-7,-4,CLT,CMH,346,4,13,0,,0,0,0,0,0,0
2006,1,11,3,1915,1915,2021,2027,US,120,N112UW,66,72,51,-6,0,CLT,DCA,331,6,9,0,,0,0,0,0,0,0
2006,1,11,3,1739,1720,1840,1835,US,124,N755UW,61,75,49,5,19,CLT,DCA,331,3,9,0,,0,0,0,0,0,0
2006,1,11,3,2140,2145,2245,2302,US,204,N749UW,65,77,54,-17,-5,CLT,DCA,331,2,9,0,,0,0,0,0,0,0
2006,1,11,3,1541,1545,1655,1657,US,210,N449US,74,72,61,-2,-4,CLT,DCA,331,3,10,0,,0,0,0,0,0,0
2006,1,11,3,939,940,1049,1100,US,250,N123UW,70,80,49,-11,-1,CLT,DCA,331,3,18,0,,0,0,0,0,0,0
2006,1,11,3,1123,1130,1240,1249,US,420,N776AU,77,79,51,-9,-7,CLT,DCA,331,3,23,0,,0,0,0,0,0,0
2006,1,11,3,1233,1235,1329,1344,US,532,N435US,56,69,45,-15,-2,CLT,DCA,331,2,9,0,,0,0,0,0,0,0
2006,1,11,3,759,800,909,917,US,716,N702UW,70,77,55,-8,-1,CLT,DCA,331,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1440,1435,1544,1550,US,1022,N506AU,64,75,53,-6,5,CLT,DCA,331,2,9,0,,0,0,0,0,0,0
2006,1,11,3,1006,935,1137,1121,US,121,N113UW,211,226,184,16,31,CLT,DEN,1337,8,19,0,,0,16,0,0,0,0
2006,1,11,3,1116,1115,1250,1257,US,123,N172UW,214,222,187,-7,1,CLT,DEN,1337,18,9,0,,0,0,0,0,0,0
2006,1,11,3,1746,1745,1919,1927,US,129,N768UW,213,222,189,-8,1,CLT,DEN,1337,6,18,0,,0,0,0,0,0,0
2006,1,11,3,1428,1430,1603,1626,US,401,N514AU,155,176,140,-23,-2,CLT,DFW,936,3,12,0,,0,0,0,0,0,0
2006,1,11,3,1911,1915,2048,2108,US,1183,N525AU,157,173,137,-20,-4,CLT,DFW,936,10,10,0,,0,0,0,0,0,0
2006,1,11,3,746,750,925,947,US,1219,N527AU,159,177,139,-22,-4,CLT,DFW,936,10,10,0,,0,0,0,0,0,0
2006,1,11,3,1929,1930,2109,2118,US,520,N722UW,100,108,79,-9,-1,CLT,DTW,500,8,13,0,,0,0,0,0,0,0
2006,1,11,3,2127,2130,2312,2318,US,1130,N703UW,105,108,81,-6,-3,CLT,DTW,500,9,15,0,,0,0,0,0,0,0
2006,1,11,3,NA,1415,NA,1559,US,104,0,NA,104,NA,NA,NA,CLT,EWR,529,0,0,1,C,0,0,0,0,0,0
2006,1,11,3,1635,1605,1922,1750,US,182,N529AU,167,105,147,92,30,CLT,EWR,529,7,13,0,,0,0,0,92,0,0
2006,1,11,3,NA,1735,NA,1921,US,359,0,NA,106,NA,NA,NA,CLT,EWR,529,0,0,1,C,0,0,0,0,0,0
2006,1,11,3,2012,1915,2244,2057,US,360,N375US,152,102,99,107,57,CLT,EWR,529,5,48,0,,0,0,0,107,0,0
2006,1,11,3,921,920,1059,1106,US,895,N506AU,98,106,78,-7,1,CLT,EWR,529,4,16,0,,0,0,0,0,0,0
2006,1,11,3,2234,2145,19,2332,US,918,N335US,105,107,80,47,49,CLT,EWR,529,4,21,0,,0,0,0,47,0,0
